species	id	protein	query	target	pident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue	bits
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	ISRm3_Sme#DNA/MuDR	0.423	418	210	5	30	442	6	397	4.993E-97	323
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	33334431_Sen#DNA/MuDR	0.423	371	205	3	27	394	5	369	3.495E-94	314
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	27228664_Pre#DNA/MuDR	0.415	424	218	6	25	442	13	412	4.993E-97	323
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	IS1554_Mtu#DNA/MuDR	0.412	415	215	8	36	445	45	435	4.774E-94	314
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	45360229_Pae#DNA/MuDR	0.408	423	218	6	20	442	14	404	1.433E-97	324
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	34497771_Cvi#DNA/MuDR	0.407	253	128	3	193	443	17	249	1.221E-54	198
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	24210994_Asa#DNA/MuDR	0.405	437	226	6	11	447	2	404	3.948E-103	340
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	50878058_Dps#DNA/MuDR	0.403	270	159	2	98	366	3	271	2.448E-67	236
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	48785218_Bfu#DNA/MuDR	0.4	362	187	3	31	392	39	370	5.18E-82	279
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	IS2606_Mul#DNA/MuDR	0.391	419	230	7	27	442	41	437	1.157E-90	304
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	IS285_Ype#DNA/MuDR	0.389	419	229	5	29	447	11	402	8.907E-94	313
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	46141805_Psp#DNA/MuDR	0.377	419	232	4	27	442	6	398	2.013E-92	309
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	ISRM3_Bth#DNA/MuDR	0.36	366	224	4	36	400	22	378	1.349E-74	257
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	48859976_Cth#DNA/MuDR	0.359	389	232	4	21	400	4	384	4.883E-84	285
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	48858447_Cth#DNA/MuDR	0.359	259	145	2	189	447	1	238	6.531E-53	193
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	26554410_Mpe#DNA/MuDR	0.352	411	242	4	30	439	11	398	7.553E-85	287
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	ISsod4_Son#DNA/MuDR	0.346	413	238	4	36	447	17	398	1.159E-80	275
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	29349845_Bth#DNA/MuDR	0.344	436	243	7	11	444	8	402	1.075E-77	266
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	MS103_Msp#DNA/MuDR	0.344	401	228	6	49	444	33	403	2.195E-73	254
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	IS905#DNA/MuDR	0.342	345	221	4	41	385	17	355	9.041E-57	205
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	28373056_Yen#DNA/MuDR	0.339	410	239	4	36	444	17	395	3.902E-75	259
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	ISSod5_Son#DNA/MuDR	0.335	414	241	5	36	447	18	399	5.321E-75	258
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	42520146_Wen#DNA/MuDR	0.325	403	237	5	46	447	41	409	2.128E-66	233
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	15923405_Sau#DNA/MuDR	0.324	345	227	4	41	385	17	355	3.471E-51	188
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	29376391_Efa#DNA/MuDR	0.322	418	253	5	25	437	7	399	1.32E-67	237
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	48825267_Efa#DNA/MuDR	0.322	354	233	4	32	385	8	354	1.415E-53	195
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	15384307_Ehi#DNA/MuDR	0.322	347	225	5	41	385	17	355	1.177E-50	186
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	ISEf1_Efa#DNA/MuDR	0.318	345	229	4	41	385	17	355	2.167E-50	186
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	IS1535_Mtu#DNA/MuDR	0.318	273	170	7	44	310	4	266	1.553E-30	126
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	IS654_Bha#DNA/MuDR	0.312	374	244	5	35	405	5	368	3.585E-55	200
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	IS1201_Lcr#DNA/MuDR	0.311	343	231	3	43	385	35	372	1.177E-50	186
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	48824616_Efa#DNA/MuDR	0.31	357	238	4	44	400	28	376	3.988E-50	185
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	28848570_Bme#DNA/MuDR	0.31	345	232	4	41	385	17	355	5.223E-48	179
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	49613995_Dha#DNA/MuDR	0.308	337	218	6	44	375	22	348	8.632E-44	166
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	30349493_Cje#DNA/MuDR	0.306	359	240	6	44	399	24	376	8.037E-42	160
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	IS1081_Mtu#DNA/MuDR	0.306	352	222	10	31	374	34	371	4.169E-33	134
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	48852982_Fac#DNA/MuDR	0.303	244	155	5	41	283	15	244	7.46E-28	117
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	29826887_Sav#DNA/MuDR	0.302	334	224	6	44	374	23	350	1.335E-36	144
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	GB:AAC71696	0.3	370	248	7	35	399	13	376	6.682E-38	148
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	IS1601_Mav#DNA/MuDR	0.3	370	248	7	35	399	13	376	6.682E-38	148
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	9945808_Cst#DNA/MuDR	0.296	347	231	8	32	374	14	351	5.95E-36	142
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	32455929_Msp#DNA/MuDR	0.295	362	241	8	44	399	23	376	4.033E-37	146
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	21530790_Lde#DNA/MuDR	0.294	360	249	3	43	402	19	373	1.899E-44	168
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	208687_Bce#DNA/MuDR	0.293	354	239	7	50	399	29	375	3.867E-34	137
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	48675369_Bsp#DNA/MuDR	0.292	362	247	6	40	398	19	374	9.898E-37	145
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	4210728_Mav#DNA/MuDR	0.291	350	237	6	28	374	8	349	8.177E-39	151
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	48762981_Rru#DNA/MuDR	0.291	285	186	6	130	407	9	284	4.151E-28	118
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	IS1164_Rrh#DNA/MuDR	0.29	354	234	8	27	374	8	350	1.271E-33	135
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	IS1245_Lxy#DNA/MuDR	0.29	248	171	4	130	374	4	249	1.07E-25	111
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	1279534_Mce#DNA/MuDR	0.288	354	235	8	27	374	8	350	1.081E-35	141
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	48844562_Gme#DNA/MuDR	0.287	202	138	2	45	245	1	197	8.419E-23	102
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	IS1512_Mgo#DNA/MuDR	0.284	387	256	9	39	416	18	392	1.71E-33	135
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	1617569_Rop#DNA/MuDR	0.281	373	258	6	31	399	8	374	2.647E-35	140
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	21229059_Mma#DNA/MuDR	0.277	375	255	6	28	399	18	379	1.964E-35	141
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	53731543_Mbu#DNA/MuDR	0.277	306	213	4	84	388	23	321	1.461E-31	129
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	23577976_Cef#DNA/MuDR	0.276	373	255	9	32	399	14	376	1.457E-35	141
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	51892267_Sth#DNA/MuDR	0.269	371	261	7	32	399	8	371	4.95E-38	149
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	29569842_Pso#DNA/MuDR	0.268	365	255	6	44	405	19	374	4.806E-35	139
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	46190959_Blo#DNA/MuDR	0.267	366	257	4	32	395	8	364	5.207E-34	136
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	IS256_Sau#DNA/MuDR	0.267	318	228	3	85	399	61	376	1.461E-31	129
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	6456721_Bli#DNA/MuDR	0.264	378	260	7	25	390	5	376	3.547E-31	128
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	48859304_Cth#DNA/MuDR	0.264	371	265	5	31	399	3	367	8.177E-39	151
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	ISRm5_Sme#DNA/MuDR	0.26	372	253	3	17	388	12	361	3.098E-33	134
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	IS1553_Mtu#DNA/MuDR	0.259	377	265	9	28	399	8	375	6.404E-31	127
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	9711271_Sma#DNA/MuDR	0.259	374	260	8	31	399	7	368	2.216E-37	147
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	27377274_Bja#DNA/MuDR	0.258	363	250	4	29	387	16	363	1.457E-35	141
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	27881402_Cce#DNA/MuDR	0.255	364	256	7	36	395	11	363	7.549E-33	133
DNA/TIR/MuDR	TE_000268		25028021_Cef#DNA/MuDR	48851728_Fac#DNA/MuDR	0.232	387	277	6	15	399	1	369	1.222E-29	123
DNA/TIR/MuDR	TE_000269		27353421_Mim#DNA/MuDR	27353421_Mim#DNA/MuDR	1	419	0	0	1	419	1	419	1.746E-279	849
DNA/TIR/MuDR	TE_000269		27353421_Mim#DNA/MuDR	ISC1332_Sso#DNA/MuDR	0.233	368	251	11	31	380	20	374	3.38E-24	106
DNA/TIR/MuDR	TE_000270		27376890_Bja#DNA/MuDR	27376890_Bja#DNA/MuDR	1	435	0	0	1	435	1	435	7.839E-290	880
DNA/TIR/MuDR	TE_000270		27376890_Bja#DNA/MuDR	23013207_Mma#DNA/MuDR	0.751	422	105	0	14	435	1	422	4.586E-214	661
DNA/TIR/MuDR	TE_000270		27376890_Bja#DNA/MuDR	27802457_Ppa#DNA/MuDR	0.533	412	189	2	18	428	4	413	3.732E-141	450
DNA/TIR/MuDR	TE_000270		27376890_Bja#DNA/MuDR	472419_Afe#DNA/MuDR	0.51	288	127	2	144	424	2	282	2.362E-84	285
DNA/TIR/MuDR	TE_000270		27376890_Bja#DNA/MuDR	29826765_Sav#DNA/MuDR	0.487	396	198	5	33	426	26	418	2.434E-111	364
DNA/TIR/MuDR	TE_000270		27376890_Bja#DNA/MuDR	48788992_Bfu#DNA/MuDR	0.487	392	196	2	33	423	19	406	8.072E-119	385
DNA/TIR/MuDR	TE_000270		27376890_Bja#DNA/MuDR	49146406_Cta#DNA/MuDR	0.481	413	208	2	19	429	5	413	1.135E-124	402
DNA/TIR/MuDR	TE_000270		27376890_Bja#DNA/MuDR	21234258_Sco#DNA/MuDR	0.479	392	201	3	33	423	17	406	2.776E-115	375
DNA/TIR/MuDR	TE_000270		27376890_Bja#DNA/MuDR	4335673_Mav#DNA/MuDR	0.474	392	203	3	33	423	22	411	1.553E-107	353
DNA/TIR/MuDR	TE_000270		27376890_Bja#DNA/MuDR	40063663_uba#DNA/MuDR	0.447	420	226	3	16	435	2	415	5.426E-107	351
DNA/TIR/MuDR	TE_000270		27376890_Bja#DNA/MuDR	46199734_Tth#DNA/MuDR	0.3	350	216	9	33	379	11	334	4.58E-33	133
DNA/TIR/MuDR	TE_000270		27376890_Bja#DNA/MuDR	27807845_Taq#DNA/MuDR	0.293	398	238	13	31	414	18	386	1.375E-29	123
DNA/TIR/MuDR	TE_000270		27376890_Bja#DNA/MuDR	IS1354_Mdi#DNA/MuDR	0.277	389	266	8	31	411	27	408	4.754E-36	142
DNA/TIR/MuDR	TE_000271		29841060_Sja#DNA/MuDR	29841060_Sja#DNA/MuDR	1	239	0	0	1	239	1	239	1.186E-160	496
DNA/TIR/MuDR	TE_000272		34908366_Osa#DNA/MuDR	34908366_Osa#DNA/MuDR	1	773	0	0	1	773	1	773	0	1575
DNA/TIR/MuDR	TE_000272		34908366_Osa#DNA/MuDR	MuDR-3_Mad#DNA/MuDR	0.378	618	312	7	153	705	55	665	1.286E-125	420
DNA/TIR/MuDR	TE_000272		34908366_Osa#DNA/MuDR	MUJITOS2#DNA/MuDR	0.358	546	275	9	138	618	125	659	1.288E-103	355
DNA/TIR/MuDR	TE_000272		34908366_Osa#DNA/MuDR	MuDR-10_SBi#DNA/MuDR	0.351	638	328	8	155	711	1	633	6.324E-115	389
DNA/TIR/MuDR	TE_000272		34908366_Osa#DNA/MuDR	MUMET1_tp#DNA/MuDR	0.348	586	317	5	170	693	5	587	1.587E-112	381
DNA/TIR/MuDR	TE_000272		34908366_Osa#DNA/MuDR	MUTRIM1#DNA/MuDR	0.346	673	317	10	155	713	1	664	5.414E-112	380
DNA/TIR/MuDR	TE_000273		37537156_Osa#DNA/MuDR	37537156_Osa#DNA/MuDR	1	721	0	0	1	721	1	721	0	1452
DNA/TIR/MuDR	TE_000274		39584010_Cbr#DNA/MuDR	39584010_Cbr#DNA/MuDR	1	175	0	0	1	175	1	175	2.565E-117	367
DNA/TIR/MuDR	TE_000275		50260537_Cne#DNA/MuDR	50260537_Cne#DNA/MuDR	1	932	0	0	1	932	1	932	0	1899
DNA/TIR/MuDR	TE_000276		50545171_Yli#DNA/MuDR	50545171_Yli#DNA/MuDR	1	467	0	0	1	467	1	467	5.743E-320	968
DNA/TIR/MuDR	TE_000277		50553866_Yli#DNA/MuDR	50553866_Yli#DNA/MuDR	1	1178	0	0	1	1178	1	1178	0	2421
DNA/TIR/MuDR	TE_000277		50553866_Yli#DNA/MuDR	50543034_Yli#DNA/MuDR	0.339	883	460	27	312	1131	9	830	1.243E-118	412
DNA/TIR/MuDR	TE_000277		50553866_Yli#DNA/MuDR	50543232_Yli#DNA/MuDR	0.308	470	270	15	679	1132	5	435	1.806E-54	209
DNA/TIR/MuDR	TE_000278		50926620_Osa#DNA/MuDR	50926620_Osa#DNA/MuDR	1	1061	0	0	1	1061	1	1061	0	2115
DNA/TIR/MuDR	TE_000278		50926620_Osa#DNA/MuDR	MuDR-5_OS#DNA/MuDR	0.406	844	427	14	218	1007	143	966	6.053E-182	597
DNA/TIR/MuDR	TE_000278		50926620_Osa#DNA/MuDR	MuDR-18_SBi#DNA/Mu>MuDR-18_SBi_tp#DNA/MuDR	0.361	642	377	9	291	919	74	695	1.71E-119	411
DNA/TIR/MuDR	TE_000278		50926620_Osa#DNA/MuDR	MuDR-1_Mad#DNA/MuDR	0.328	575	368	9	297	865	21	583	1.065E-82	299
DNA/TIR/MuDR	TE_000278		50926620_Osa#DNA/MuDR	MuDR-11_SBi#DNA/MuDR	0.314	626	394	14	303	920	3	601	1.36E-84	304
DNA/TIR/MuDR	TE_000278		50926620_Osa#DNA/MuDR	MUMT_tp#DNA/MuDR	0.307	498	333	9	374	865	62	553	1.245E-65	244
DNA/TIR/MuDR	TE_000278		50926620_Osa#DNA/MuDR	MuDR3_ZM#DNA/MuDR	0.287	595	407	8	291	880	7	589	1.902E-70	260
DNA/TIR/MuDR	TE_000278		50926620_Osa#DNA/MuDR	Jittery#DNA/MuDR	0.285	595	380	11	284	863	10	574	1.2E-64	241
DNA/TIR/MuDR	TE_000278		50926620_Osa#DNA/MuDR	MUJITOS1#DNA/MuDR	0.277	739	459	22	293	1007	38	725	2.346E-67	250
DNA/TIR/MuDR	TE_000278		50926620_Osa#DNA/MuDR	MuDR-5_SBi#DNA/MuDR	0.275	600	393	15	288	869	1	576	9.042E-65	242
DNA/TIR/MuDR	TE_000278		50926620_Osa#DNA/MuDR	MuDR-4_ZM#DNA/MuDR	0.273	641	431	11	296	920	5	626	1.902E-70	260
DNA/TIR/MuDR	TE_000278		50926620_Osa#DNA/MuDR	MuDR-8_ZM#DNA/MuDR	0.269	583	390	10	296	863	1	562	6.278E-63	236
DNA/TIR/MuDR	TE_000278		50926620_Osa#DNA/MuDR	MuDR-5_ZM#DNA/MuDR	0.26	587	339	11	291	863	4	509	1.584E-58	222
DNA/TIR/MuDR	TE_000278		50926620_Osa#DNA/MuDR	MuDR-21_VV#DNA/MuDR	0.259	756	500	15	268	1007	13	724	4.745E-74	271
DNA/TIR/MuDR	TE_000279		51854381_Osa#DNA/MuDR	51854381_Osa#DNA/MuDR	1	822	0	0	1	822	1	822	0	1681
DNA/TIR/MuDR	TE_000279		51854381_Osa#DNA/MuDR	MuDR-2_Mad#DNA/MuDR	0.292	659	372	15	123	694	39	689	1.146E-67	248
DNA/TIR/MuDR	TE_000279		51854381_Osa#DNA/MuDR	MuDR-6_SBi_tp#DNA/MuDR	0.29	620	336	10	130	648	3	619	7.682E-70	254
DNA/TIR/MuDR	TE_000279		51854381_Osa#DNA/MuDR	MuDR-7_ZM#DNA/MuDR	0.288	568	314	11	124	608	2	562	5.829E-63	233
DNA/TIR/MuDR	TE_000279		51854381_Osa#DNA/MuDR	13358810_Cti#DNA/MuDR	0.281	729	402	28	127	812	47	696	8.788E-57	214
DNA/TIR/MuDR	TE_000279		51854381_Osa#DNA/MuDR	MuDR-13_SBi#DNA/MuDR	0.27	584	337	14	128	627	21	599	4.879E-58	218
DNA/TIR/MuDR	TE_000279		51854381_Osa#DNA/MuDR	MuDR-4_SBi#DNA/MuDR	0.259	498	290	10	189	617	3	490	4.973E-43	170
DNA/TIR/MuDR	TE_000280		7321061_Ath#DNA/MuDR	7321061_Ath#DNA/MuDR	1	848	0	0	1	848	1	848	0	1737
DNA/TIR/MuDR	TE_000280		7321061_Ath#DNA/MuDR	O80466	0.757	165	40	0	166	330	1	165	3.3E-71	259
DNA/TIR/MuDR	TE_000280		7321061_Ath#DNA/MuDR	Vandal21_tp#DNA/MuDR	0.637	797	205	9	1	717	1	793	2.473E-316	979
DNA/TIR/MuDR	TE_000280		7321061_Ath#DNA/MuDR	Q9SUF8	0.464	153	80	2	178	329	12	163	3.348E-31	132
DNA/TIR/MuDR	TE_000280		7321061_Ath#DNA/MuDR	Vandal17_tp#DNA/MuDR	0.405	776	374	13	23	722	41	804	4.745E-162	530
DNA/TIR/MuDR	TE_000280		7321061_Ath#DNA/MuDR	Q9SI25	0.402	154	89	2	175	326	13	165	5.726E-24	108
DNA/TIR/MuDR	TE_000280		7321061_Ath#DNA/MuDR	Vandal7_tp#DNA/MuDR	0.4	761	370	14	23	704	41	793	1.105E-149	494
DNA/TIR/MuDR	TE_000280		7321061_Ath#DNA/MuDR	Vandal8_tp#DNA/MuDR	0.399	794	370	16	18	714	35	818	1.358E-155	511
DNA/TIR/MuDR	TE_000280		7321061_Ath#DNA/MuDR	Vandal6_tp#DNA/MuDR	0.395	751	362	16	23	698	41	774	1.706E-139	464
DNA/TIR/MuDR	TE_000280		7321061_Ath#DNA/MuDR	O22278	0.392	153	89	2	179	328	20	171	2.951E-26	115
DNA/TIR/MuDR	TE_000281		77706_Pce#DNA/MuDR	77706_Pce#DNA/MuDR	1	437	0	0	1	437	1	437	1.864E-284	864
DNA/TIR/MuDR	TE_000281		77706_Pce#DNA/MuDR	47572415_Rge#DNA/MuDR	0.608	398	154	1	33	428	5	402	7.619E-150	475
DNA/TIR/MuDR	TE_000281		77706_Pce#DNA/MuDR	48831894_Msp#DNA/MuDR	0.35	385	242	3	50	427	27	410	1.565E-66	233
DNA/TIR/MuDR	TE_000281		77706_Pce#DNA/MuDR	32473311_Rba#DNA/MuDR	0.315	374	238	8	60	423	62	427	7.227E-46	172
DNA/TIR/MuDR	TE_000282		Arnold2_pt2#DNA/MuDR	Arnold2_pt2#DNA/MuDR	1	327	0	0	1	327	1	327	2.801E-221	676
DNA/TIR/MuDR	TE_000282		Arnold2_pt2#DNA/MuDR	Arnold2_pt1#DNA/MuDR	0.326	312	175	6	8	300	6	301	7.565E-46	168
DNA/TIR/MuDR	TE_000283		Arnold2_tp#DNA/MuDR	Arnold2_tp#DNA/MuDR	1	721	0	0	1	721	1	721	0	1490
DNA/TIR/MuDR	TE_000283		Arnold2_tp#DNA/MuDR	Q9SKL7	1	160	0	0	145	304	1	160	7.504E-96	330
DNA/TIR/MuDR	TE_000283		Arnold2_tp#DNA/MuDR	54261828_Stu#DNA/MuDR	0.264	545	330	11	40	573	20	504	4.181E-52	198
DNA/TIR/MuDR	TE_000284		ATMU3_p2#DNA/MuDR	ATMU3_p2#DNA/MuDR	1	139	0	0	1	139	1	139	9.847E-89	282
DNA/TIR/MuDR	TE_000284		ATMU3_p2#DNA/MuDR	ATMU4_p2#DNA/MuDR	0.596	114	40	1	26	139	15	122	7.388E-38	136
DNA/TIR/MuDR	TE_000285		ATMU3_tp#DNA/MuDR	ATMU3_tp#DNA/MuDR	1	967	0	0	1	967	1	967	0	1932
DNA/TIR/MuDR	TE_000285		ATMU3_tp#DNA/MuDR	ATMU4_tp#DNA/MuDR	0.73	761	191	6	203	953	43	799	0	1106
DNA/TIR/MuDR	TE_000285		ATMU3_tp#DNA/MuDR	ATMU8_tp#DNA/MuDR	0.68	763	205	5	202	940	33	780	0	1030
DNA/TIR/MuDR	TE_000285		ATMU3_tp#DNA/MuDR	ATMU10_tp#DNA/MuDR	0.628	702	243	8	245	936	29	722	2.806E-279	878
DNA/TIR/MuDR	TE_000285		ATMU3_tp#DNA/MuDR	ATMU11_tp#DNA/MuDR	0.625	731	256	8	219	936	4	729	6.927E-287	900
DNA/TIR/MuDR	TE_000285		ATMU3_tp#DNA/MuDR	ATMU2_tp#DNA/MuDR	0.35	619	299	8	340	951	227	749	2.036E-101	354
DNA/TIR/MuDR	TE_000285		ATMU3_tp#DNA/MuDR	ATMU12#DNA/MuDR	0.326	622	390	11	340	948	176	781	2.206E-89	317
DNA/TIR/MuDR	TE_000285		ATMU3_tp#DNA/MuDR	MuDR-16_SBi#DNA/MuDR	0.254	590	411	10	352	933	196	764	1.441E-49	192
DNA/TIR/MuDR	TE_000286		CeMuDR2#DNA/MuDR	CeMuDR2#DNA/MuDR	1	621	0	0	1	621	1	621	0	1281
DNA/TIR/MuDR	TE_000286		CeMuDR2#DNA/MuDR	CeMuDR1#DNA/MuDR	0.43	594	292	12	1	567	26	599	5.129E-141	459
DNA/TIR/MuDR	TE_000287		Cmut1#DNA/MuDR	Cmut1#DNA/MuDR	1	863	0	0	1	863	1	863	0	1725
DNA/TIR/MuDR	TE_000288		Cmut2#DNA/MuDR	Cmut2#DNA/MuDR	1	832	0	0	1	832	1	832	0	1689
DNA/TIR/MuDR	TE_000289		Cmut3#DNA/MuDR	Cmut3#DNA/MuDR	1	996	0	0	1	996	1	996	0	1991
DNA/TIR/MuDR	TE_000290		CUMULE_p2#DNA/MuDR	CUMULE_p2#DNA/MuDR	1	250	0	0	1	250	1	250	1.711E-165	510
DNA/TIR/MuDR	TE_000290		CUMULE_p2#DNA/MuDR	CUMULE_p4#DNA/MuDR	0.38	234	123	7	8	233	20	239	4.589E-40	148
DNA/TIR/MuDR	TE_000291		CUMULE_p3#DNA/MuDR	CUMULE_p3#DNA/MuDR	1	201	0	0	1	201	1	201	1.284E-140	436
DNA/TIR/MuDR	TE_000292		MDR2_p2#DNA/MuDR	MDR2_p2#DNA/MuDR	1	211	0	0	1	211	1	211	5.499E-147	454
DNA/TIR/MuDR	TE_000293		MDR3#DNA/MuDR	MDR3#DNA/MuDR	1	1087	0	0	1	1087	1	1087	0	2228
DNA/TIR/MuDR	TE_000293		MDR3#DNA/MuDR	MDR2_tp#DNA/MuDR	0.594	1092	388	13	1	1084	1	1045	0	1241
DNA/TIR/MuDR	TE_000293		MDR3#DNA/MuDR	MuDR1_ZM_p1#DNA/MuDR	0.428	688	376	8	304	985	253	928	2.527E-161	537
DNA/TIR/MuDR	TE_000293		MDR3#DNA/MuDR	MuDR-3_SBi_p1#DNA/MuDR	0.424	692	373	11	304	985	242	917	1.811E-157	526
DNA/TIR/MuDR	TE_000293		MDR3#DNA/MuDR	MDR1_tp#DNA/MuDR	0.409	1115	535	23	1	1084	1	1022	3.106E-245	784
DNA/TIR/MuDR	TE_000293		MDR3#DNA/MuDR	MuDR-12_SBi_tp#DNA/MuDR	0.398	1001	513	18	1	986	1	926	5.001E-208	675
DNA/TIR/MuDR	TE_000293		MDR3#DNA/MuDR	Q9ST50	0.385	171	102	2	339	506	2	172	2.929E-27	119
DNA/TIR/MuDR	TE_000293		MDR3#DNA/MuDR	MuDR-6_ZM_p1#DNA/MuDR	0.338	999	549	20	1	985	1	901	2.004E-152	511
DNA/TIR/MuDR	TE_000293		MDR3#DNA/MuDR	MuDR-8_VV#DNA/MuDR	0.325	670	403	16	331	989	224	855	1.777E-94	336
DNA/TIR/MuDR	TE_000293		MDR3#DNA/MuDR	MuDR-9_SBi_tp#DNA/MuDR	0.322	999	551	27	1	980	1	892	1.378E-134	458
DNA/TIR/MuDR	TE_000293		MDR3#DNA/MuDR	MuDRAVI2#DNA/MuDR	0.315	653	400	17	344	985	252	868	4.396E-84	303
DNA/TIR/MuDR	TE_000294		GB:AAA21566	GB:AAA21566	1	823	0	0	1	823	1	823	0	1728
DNA/TIR/MuDR	TE_000294		GB:AAA21566	MuDR_ZM_mudrA#DNA/MuDR	1	798	0	0	1	798	1	798	0	1680
DNA/TIR/MuDR	TE_000294		GB:AAA21566	23928448_Zma#DNA/MuDR	0.62	588	197	6	228	813	1	564	1.536E-243	767
DNA/TIR/MuDR	TE_000294		GB:AAA21566	RMU1A23#DNA/MuDR	0.517	698	321	9	43	729	1	693	7.863E-227	718
DNA/TIR/MuDR	TE_000294		GB:AAA21566	MuDR-17_SBi#DNA/MuDR	0.441	697	351	11	37	719	104	775	1.245E-175	569
DNA/TIR/MuDR	TE_000294		GB:AAA21566	OSMU4#DNA/MuDR	0.419	735	371	14	9	719	99	801	3.124E-170	553
DNA/TIR/MuDR	TE_000295		GB:AAA21567	GB:AAA21567	1	207	0	0	1	207	1	207	1.554E-129	404
DNA/TIR/MuDR	TE_000295		GB:AAA21567	MuDR_ZM_mudrB#DNA/MuDR	1	160	0	0	1	160	1	160	5.061E-95	304
DNA/TIR/MuDR	TE_000296		GB:AAC71697	GB:AAC71697	1	400	0	0	1	400	1	400	1.379E-263	802
